,age,path,split
458,42,AgeDB/10412_BarbaraBain_42_f.jpg,train
460,45,AgeDB/10414_BarbaraBain_45_f.jpg,train
462,49,AgeDB/10416_BarbaraBain_49_f.jpg,train
464,53,AgeDB/10418_BarbaraBain_53_f.jpg,train
465,54,AgeDB/10419_BarbaraBain_54_f.jpg,train
469,59,AgeDB/10422_BarbaraBain_59_f.jpg,train
470,60,AgeDB/10423_BarbaraBain_60_f.jpg,train
471,61,AgeDB/10424_BarbaraBain_61_f.jpg,train
474,66,AgeDB/10427_BarbaraBain_66_f.jpg,train
477,54,AgeDB/1042_EdwardTeller_54_m.jpg,train
478,72,AgeDB/10430_BarbaraBain_72_f.jpg,train
479,73,AgeDB/10431_BarbaraBain_73_f.jpg,train
480,74,AgeDB/10432_BarbaraBain_74_f.jpg,train
481,75,AgeDB/10433_BarbaraBain_75_f.jpg,train
482,75,AgeDB/10434_BarbaraBain_75_f.jpg,train
483,77,AgeDB/10435_BarbaraBain_77_f.jpg,train
484,79,AgeDB/10436_BarbaraBain_79_f.jpg,train
485,80,AgeDB/10437_BarbaraBain_80_f.jpg,train
486,81,AgeDB/10438_BarbaraBain_81_f.jpg,train
487,82,AgeDB/10439_BarbaraBain_82_f.jpg,train
489,21,AgeDB/10440_BetteMidler_21_f.jpg,train
490,29,AgeDB/10441_BetteMidler_29_f.jpg,train
491,56,AgeDB/10442_BetteMidler_56_f.jpg,train
492,57,AgeDB/10443_BetteMidler_57_f.jpg,train
493,43,AgeDB/10444_BetteMidler_43_f.jpg,train
494,45,AgeDB/10445_BetteMidler_45_f.jpg,train
495,48,AgeDB/10446_BetteMidler_48_f.jpg,train
496,51,AgeDB/10447_BetteMidler_51_f.jpg,train
497,52,AgeDB/10448_BetteMidler_52_f.jpg,train
498,55,AgeDB/10449_BetteMidler_55_f.jpg,train
499,81,AgeDB/1044_EdwardTeller_81_m.jpg,train
500,40,AgeDB/10450_BetteMidler_40_f.jpg,train
501,32,AgeDB/10451_BetteMidler_32_f.jpg,train
502,62,AgeDB/10452_BetteMidler_62_f.jpg,train
503,65,AgeDB/10453_BetteMidler_65_f.jpg,train
504,66,AgeDB/10454_BetteMidler_66_f.jpg,train
505,30,AgeDB/10455_BetteMidler_30_f.jpg,train
506,50,AgeDB/10456_BetteMidler_50_f.jpg,train
508,35,AgeDB/10458_BetteMidler_35_f.jpg,train
511,41,AgeDB/10460_BetteMidler_41_f.jpg,train
512,42,AgeDB/10461_BetteMidler_42_f.jpg,train
513,48,AgeDB/10462_BetteMidler_48_f.jpg,train
514,67,AgeDB/10463_BetteMidler_67_f.jpg,train
515,32,AgeDB/10464_BetteMidler_32_f.jpg,train
517,35,AgeDB/10466_BetteMidler_35_f.jpg,train
518,36,AgeDB/10467_BetteMidler_36_f.jpg,train
519,48,AgeDB/10468_BetteMidler_48_f.jpg,train
521,48,AgeDB/1046_EdwardTeller_48_m.jpg,train
522,53,AgeDB/10470_BetteMidler_53_f.jpg,train
523,54,AgeDB/10471_BetteMidler_54_f.jpg,train
524,52,AgeDB/10472_BetteMidler_52_f.jpg,train
526,41,AgeDB/10474_BetteMidler_41_f.jpg,train
527,68,AgeDB/10475_BetteMidler_68_f.jpg,train
528,34,AgeDB/10476_BetteMidler_34_f.jpg,train
530,33,AgeDB/10478_DianneWiest_33_f.jpg,train
531,37,AgeDB/10479_DianneWiest_37_f.jpg,train
533,37,AgeDB/10480_DianneWiest_37_f.jpg,train
535,39,AgeDB/10482_DianneWiest_39_f.jpg,train
536,41,AgeDB/10483_DianneWiest_41_f.jpg,train
537,42,AgeDB/10484_DianneWiest_42_f.jpg,train
538,43,AgeDB/10485_DianneWiest_43_f.jpg,train
539,44,AgeDB/10486_DianneWiest_44_f.jpg,train
540,45,AgeDB/10487_DianneWiest_45_f.jpg,train
541,48,AgeDB/10488_DianneWiest_48_f.jpg,train
544,50,AgeDB/10490_DianneWiest_50_f.jpg,train
545,51,AgeDB/10491_DianneWiest_51_f.jpg,train
546,52,AgeDB/10492_DianneWiest_52_f.jpg,train
547,53,AgeDB/10493_DianneWiest_53_f.jpg,train
550,60,AgeDB/10496_DianneWiest_60_f.jpg,train
551,61,AgeDB/10497_DianneWiest_61_f.jpg,train
552,62,AgeDB/10498_DianneWiest_62_f.jpg,train
553,64,AgeDB/10499_DianneWiest_64_f.jpg,train
554,43,AgeDB/1049_EdwardTeller_43_m.jpg,train
555,33,AgeDB/104_PaulAnka_33_m.jpg,train
556,65,AgeDB/10500_DianneWiest_65_f.jpg,train
557,66,AgeDB/10501_DianneWiest_66_f.jpg,train
560,27,AgeDB/10504_FayeDunaway_27_f.jpg,train
561,28,AgeDB/10505_FayeDunaway_28_f.jpg,train
562,29,AgeDB/10506_FayeDunaway_29_f.jpg,train
563,33,AgeDB/10507_FayeDunaway_33_f.jpg,train
564,34,AgeDB/10508_FayeDunaway_34_f.jpg,train
565,35,AgeDB/10509_FayeDunaway_35_f.jpg,train
566,53,AgeDB/1050_EdwardTeller_53_m.jpg,train
567,36,AgeDB/10510_FayeDunaway_36_f.jpg,train
568,37,AgeDB/10511_FayeDunaway_37_f.jpg,train
569,38,AgeDB/10512_FayeDunaway_38_f.jpg,train
570,40,AgeDB/10513_FayeDunaway_40_f.jpg,train
571,40,AgeDB/10514_FayeDunaway_40_f.jpg,train
572,42,AgeDB/10515_FayeDunaway_42_f.jpg,train
573,45,AgeDB/10516_FayeDunaway_45_f.jpg,train
574,49,AgeDB/10517_FayeDunaway_49_f.jpg,train
576,56,AgeDB/10519_FayeDunaway_56_f.jpg,train
577,52,AgeDB/1051_EdwardTeller_52_m.jpg,train
578,57,AgeDB/10520_FayeDunaway_57_f.jpg,train
579,57,AgeDB/10521_FayeDunaway_57_f.jpg,train
580,58,AgeDB/10522_FayeDunaway_58_f.jpg,train
581,59,AgeDB/10523_FayeDunaway_59_f.jpg,train
583,62,AgeDB/10525_FayeDunaway_62_f.jpg,train
584,64,AgeDB/10526_FayeDunaway_64_f.jpg,train
585,66,AgeDB/10527_FayeDunaway_66_f.jpg,train
586,67,AgeDB/10528_FayeDunaway_67_f.jpg,train
587,68,AgeDB/10529_FayeDunaway_68_f.jpg,train
588,40,AgeDB/1052_EdwardTeller_40_m.jpg,train
590,21,AgeDB/10531_JoanCollins_21_f.jpg,train
592,29,AgeDB/10533_JoanCollins_29_f.jpg,train
594,33,AgeDB/10535_JoanCollins_33_f.jpg,train
595,33,AgeDB/10536_JoanCollins_33_f.jpg,train
597,37,AgeDB/10538_JoanCollins_37_f.jpg,train
598,37,AgeDB/10539_JoanCollins_37_f.jpg,train
599,45,AgeDB/1053_EdwardTeller_45_m.jpg,train
600,39,AgeDB/10540_JoanCollins_39_f.jpg,train
603,51,AgeDB/10543_JoanCollins_51_f.jpg,train
604,52,AgeDB/10544_JoanCollins_52_f.jpg,train
605,55,AgeDB/10545_JoanCollins_55_f.jpg,train
606,56,AgeDB/10546_JoanCollins_56_f.jpg,train
607,63,AgeDB/10547_JoanCollins_63_f.jpg,train
